개방자치단체코드,관리번호,인허가일자,인허가취소일자,영업상태코드,영업상태명,상세영업상태코드,상세영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,전화번호,소재지면적,소재지우편번호,지번주소,도로명주소,도로명우편번호,사업장명,최종수정일자,데이터갱신구분,데이터갱신일자,업태구분명,좌표정보(X),좌표정보(Y),축산업무구분명,축산물가공업구분명,축산일련번호,권리주체일련번호,총인원
3030000,3.03E+17,2024-03-08,,1,영업/정상,0,정상,,,,,,19.08,,서울특별시 성동구 마장동 474-5 고운타워,"서울특별시 성동구 고산자로 345, 고운타워 3층 301-1호 (마장동)",4704,주식회사 다우푸드,2024-03-08 10:08,I,00:00.0,축산물유통전문판매업,203232.3546,452019.1325,,,,,
3030000,3.03E+17,2024-03-08,,1,영업/정상,0,정상,,,,,,19.08,,서울특별시 성동구 마장동 474-5 고운타워,"서울특별시 성동구 고산자로 345, 고운타워 3층 301-1호 (마장동)",4704,주식회사 다우푸드,2024-03-08 10:10,I,00:00.0,식육판매업,203232.3546,452019.1325,,,,,
3220000,3.22E+17,2023-05-30,,3,폐업,2,폐업,2023-06-01,,,,044-862-6266,0,,서울특별시 강남구 대치동 928-22 대치4동주민센터,"서울특별시 강남구 도곡로77길 23, 대치4동주민센터 (대치동)",6204,무지개영농조합법인,2023-06-01 9:49,U,03:00.0,식육판매업,205045.6691,444171.8437,,,,,
3210000,3.21E+17,2020-03-06,,1,영업/정상,0,정상,,,,,02-3470-5404,211.3,,서울특별시 서초구 서초동 1623-2 메타빌드빌딩,"서울특별시 서초구 서초중앙로 62, 메타빌드빌딩 4층 (서초동)",6640,(주)선우프레시,2023-09-13 10:12,U,05:00.0,축산물유통전문판매업,201286.5963,442791.4942,,,,,
3040000,3.04E+17,2019-12-23,,1,영업/정상,0,정상,,,,,,13,,서울특별시 광진구 자양동 597-42,서울특별시 광진구 자양번영로4길 42-22 (자양동),5099,대성미트,2024-01-29 13:06,U,01:00.0,식육판매업,206755.6424,447554.9329,,,,,
3130000,3.13E+17,2015-06-30,,1,영업/정상,0,정상,,,,,02-6405-8088,581.14,,"서울특별시 마포구 상암동 1605 15층, BZ1501호 누리꿈스퀘어 비즈니스타워","서울특별시 마포구 월드컵북로 396, 15층 BZ1501호 (상암동, 누리꿈스퀘어 비즈니스타워)",3925,주식회사 푸드나무,2023-03-07 10:36,U,09:00.0,축산물유통전문판매업,190250.8751,453017.8672,,,,,
3090000,3.09E+17,2012-10-16,,4,취소/말소/만료/정지/중지,3,행정처분,2023-02-28,,,,,17.9,,서울특별시 도봉구 창동 256-1,서울특별시 도봉구 노해로63다길 29 (창동),1399,윤요기가고기가,2023-03-07 10:55,U,09:00.0,식육판매업,203989.8081,461312.8033,,,,,
3040000,3.04E+17,2011-01-04,,1,영업/정상,0,정상,,,,,,11.2,,서울특별시 광진구 자양동 2-2,"서울특별시 광진구 능동로 87, 2002호 (자양동)",5073,(주)진앤리인터내셔날,2023-03-07 14:18,I,09:00.0,식육판매업,206088.9872,448543.3381,,,,,
3150000,3.15E+17,2006-05-08,,1,영업/정상,0,정상,,,,,070-7835-5075,138.4,,서울특별시 강서구 염창동 271-12 1층 101호,"서울특별시 강서구 공항대로61길 48-28, 1층 101호 (염창동)",7554,(주)에치와이 가양점,2023-12-07 10:03,U,09:00.0,우유류판매업,188245.8086,450001.7119,,,,,
3150000,3.15E+17,2023-05-30,,1,영업/정상,0,정상,,,,,7076770989,44.29,,서울특별시 강서구 마곡동 757-2 마곡나루역프라이빗타워Ⅱ 5층 505호,"서울특별시 강서구 마곡중앙로 171, 마곡나루역프라이빗타워Ⅱ 5층 505호 (마곡동)",7788,주식회사 알비글로벌,2023-05-30 10:03,I,01:00.0,축산물유통전문판매업,184715.4518,451876.4807,,,,,
3030000,3.03E+17,2023-05-08,,1,영업/정상,0,정상,,,,,,35.5,,서울특별시 성동구 도선동 69 성동삼성쉐르빌,"서울특별시 성동구 무학로6길 50, 101동 203호 (도선동, 성동삼성쉐르빌)",4709,주식회사 봄앤푸드,2023-05-30 8:53,I,01:00.0,식육판매업,203017.0215,451346.2811,,,,,
3050000,3.05E+17,2021-11-26,,1,영업/정상,0,정상,,,,,2244-3463,48.79,,서울특별시 동대문구 답십리동 493-5 클래식타워 501호,"서울특별시 동대문구 천호대로 307, 501호 (답십리동, 클래식타워)",2604,밑음,2023-05-30 15:30,U,01:00.0,축산물유통전문판매업,204762.0292,451508.8781,,,,,
3220000,3.22E+17,2016-05-17,,3,폐업,2,폐업,2023-05-30,,,,,24,,서울특별시 강남구 개포동 1232-5,서울특별시 강남구 개포로20길 22 (개포동),6307,건국우유개포대리점,2023-05-30 10:26,U,01:00.0,우유류판매업,204155.8551,441696.5952,,,,,
3150000,3.15E+17,2011-12-20,,1,영업/정상,0,정상,,,,,,40,,서울특별시 강서구 공항동 1360-7 1층 102호,"서울특별시 강서구 방화대로6마길 15, 1층 102호 (공항동)",7645,대덕축산,2023-05-30 11:45,I,01:00.0,식용란수집판매업,183868.947,450214.899,,,,,
3000000,3E+17,20040319,,1,영업/정상,0,정상,,,,,826-2060,28.77,,서울특별시 종로구 누상동 53-1 누상빌딩 ,,,남양우유종로북부대리점,2004-03-19 17:23,I,59:59.0,우유류판매업,197022.4826,453173.6494,축산물판매업,우유류판매업,,0,
3150000,3.15E+17,2007-01-19,,3,폐업,2,폐업,2023-05-29,,,,3661-7747,12.6,,서울특별시 강서구 염창동 242-34,서울특별시 강서구 양천로 611 (염창동),7545,축산이야기,2023-05-30 9:18,U,01:00.0,식육판매업,188097.2699,450321.4082,,,,,
3150000,3.15E+17,2023-07-11,,1,영업/정상,0,정상,,,,,,133,,서울특별시 강서구 화곡동 873-1 르네상스빌딩 B01호,"서울특별시 강서구 곰달래로 178, 르네상스빌딩 B01호 (화곡동)",7782,피스톤,2023-07-11 9:12,I,03:00.0,축산물유통전문판매업,186908.1363,447630.8443,,,,,
3000000,3E+17,20040823,,1,영업/정상,0,정상,,,,,,5.59,,서울특별시 종로구 종로5가 42-1 신화빌딩601호 ,,,(주)모닝썬푸드,2006-01-20 11:32,I,59:59.0,축산물수입판매업,200259.7545,452113.1509,축산물판매업,축산물수입판매업,,L00,
3180000,3.18E+17,2023-07-10,,1,영업/정상,0,정상,,,,,02-2636-2648,0,,서울특별시 영등포구 당산동3가 437 2층,"서울특별시 영등포구 당산로27길 18, 2층 (당산동3가)",7261,(주)태영이앤씨팜,2023-07-10 15:30,I,03:00.0,축산물유통전문판매업,190587.6843,447018.087,,,,,
3000000,3E+17,2022-11-22,,1,영업/정상,0,정상,,,,,,0,,서울특별시 종로구 견지동 110 종로1가 대성 스카이렉스,"서울특별시 종로구 삼봉로 95, 종로1가 대성 스카이렉스 102동 1205호 (견지동)",3150,(주)와이엑스에프앤비,2023-07-10 16:09,U,03:00.0,축산물유통전문판매업,198386.8299,452237.3038,,,,,
3120000,3.12E+17,2021-06-02,,1,영업/정상,0,정상,,,,,23329255,138.9,,서울특별시 서대문구 연희동 218-23 동방빌딩,"서울특별시 서대문구 동교로 294, 동방빌딩 1층 101호 (연희동, 동방빌딩)",3716,논골집 고기편의점,2023-07-10 18:00,U,03:00.0,식육판매업,193545.8648,451418.9384,,,,,
3030000,3.03E+17,2020-06-30,,3,폐업,2,폐업,2023-07-10,,,,02-2291-5790,25.6,,서울특별시 성동구 도선동 14 신한넥스텔,"서울특별시 성동구 고산자로 269, 신한넥스텔 3층 309호 (도선동)",4709,주식회사 호수에프에스,2023-07-10 14:29,U,03:00.0,식육판매업,203089.8639,451271.3662,,,,,
3000000,3E+17,2022-11-29,,3,폐업,2,폐업,2024-01-24,,,,,86.16,,서울특별시 종로구 창신동 583-37,"서울특별시 종로구 창신6길 7, 지하층 (창신동)",3096,드랍더미트,2024-01-25 10:06,U,07:00.0,식육판매업,200907.8997,452529.2955,,,,,
3010000,3.01E+17,2023-11-08,,1,영업/정상,0,정상,,,,,,7,,서울특별시 중구 황학동 403,"서울특별시 중구 퇴계로87길 29-13, 1층 (황학동)",4576,용이푸드,2023-11-08 13:50,I,00:00.0,식육부산물전문판매업,201723.8935,451611.2271,,,,,
3030000,3.03E+17,2023-03-08,,1,영업/정상,0,정상,,,,,,28.5,,서울특별시 성동구 마장동 479-39,"서울특별시 성동구 무학로14길 40-1, 1층 (마장동)",4705,(주)영광에프앤비,2023-03-08 9:04,I,00:00.0,식육판매업,202973.2791,451829.9538,,,,,
3140000,3.14E+17,2023-11-08,,1,영업/정상,0,정상,,,,,,3.3,,서울특별시 양천구 신정동 996-1 4층 104호,"서울특별시 양천구 목동로19길 11, 4층 104호 (신정동)",8022,흑염소연구소,2023-11-08 10:18,I,00:00.0,축산물유통전문판매업,187838.8259,446966.4593,,,,,
3030000,3.03E+17,2022-02-21,,1,영업/정상,0,정상,,,,,,49.1,,서울특별시 성동구 마장동 465-7 위드유빌딩,"서울특별시 성동구 청계천로10가길 76, 위드유빌딩 403호 (마장동)",4704,주식회사 굿초이스에프앤비,2023-03-08 9:05,U,00:00.0,식육판매업,203124.8477,452113.8501,,,,,
3090000,3.09E+17,2021-03-17,,3,폐업,2,폐업,2023-03-08,,,,,71.89,,서울특별시 도봉구 도봉동 597-51 1층,"서울특별시 도봉구 도봉로169나길 66, 1층 (도봉동)",1307,더좋은 고기드림 도봉 2호점,2023-03-08 15:06,U,00:00.0,식육판매업,203768.2706,463815.1763,,,,,
3050000,3.05E+17,2016-06-07,,1,영업/정상,0,정상,,,,,,18.53,,서울특별시 동대문구 용두동 129-136,서울특별시 동대문구 천호대로22길 37 (용두동),2589,(주)청계에프앤디,2023-03-08 15:17,U,00:00.0,식육판매업,202883.6524,452216.4761,,,,,
3080000,3.08E+17,2015-01-12,,1,영업/정상,0,정상,,,,,02-990-6863,29.7,,서울특별시 강북구 수유동 178-2 동보빌딩,"서울특별시 강북구 한천로 1072, 동보빌딩 1층 (수유동)",1053,털보 정육식당,2023-03-08 17:59,U,00:00.0,식육판매업,202056.9778,459994.1297,,,,,
3140000,3.14E+17,2019-10-18,,3,폐업,2,폐업,2023-07-11,,,,,46.31,,서울특별시 양천구 신월동 953-2 1층,"서울특별시 양천구 지양로5길 6, 1층 (신월동)",8038,시연미트,2023-07-11 17:59,U,03:00.0,식육판매업,185233.4414,446529.6952,,,,,
3170000,3.17E+17,2019-07-26,,1,영업/정상,0,정상,,,,,02-803-9602,64.87,,서울특별시 금천구 독산동 291-1 현대지식산업센터 A동 2602-1호,"서울특별시 금천구 두산로 70, 현대지식산업센터 A동 2602-1호 (독산동)",8584,레인즈인터내셔널(주),2023-07-11 11:18,U,03:00.0,축산물유통전문판매업,190694.8803,440764.4263,,,,,
3220000,3.22E+17,2023-03-09,,1,영업/정상,0,정상,,,,,,17.47,,서울특별시 강남구 청담동 2-14,"서울특별시 강남구 도산대로 414, 14층 (청담동)",6062,주식회사 인포마크,2023-11-02 9:09,U,04:00.0,축산물유통전문판매업,203554.5794,446755.3137,,,,,
3220000,3.22E+17,2023-03-09,,1,영업/정상,0,정상,,,,,070-4773-3477,17.47,,서울특별시 강남구 청담동 2-14,"서울특별시 강남구 도산대로 414, 14층 (청담동)",6062,주식회사 인포마크,2023-11-02 9:24,U,04:00.0,식육판매업,203554.5794,446755.3137,,,,,
3100000,3.1E+17,2023-03-09,,1,영업/정상,0,정상,,,,,,61,,서울특별시 노원구 공릉동 248-8 서광빌딩,"서울특별시 노원구 공릉로34길 34, 서광빌딩 1층 (공릉동)",1824,한성명가,2023-03-09 14:45,I,01:00.0,식육판매업,207083.1092,457849.8609,,,,,
3210000,3.21E+17,2023-03-08,,1,영업/정상,0,정상,,,,,,27.65,,서울특별시 서초구 방배동 837-12 중전빌딩,"서울특별시 서초구 방배로28길 7, 중전빌딩 104호 (방배동)",6586,하루 한 알,2023-03-08 13:47,I,01:00.0,식용란수집판매업,199280.6353,443131.6832,,,,,
3110000,3.11E+17,2021-06-09,,1,영업/정상,0,정상,,,,,02-303-9577,33,,서울특별시 은평구 신사동 335-26,서울특별시 은평구 가좌로 275 (신사동),3442,찬이축산,2023-03-09 10:52,U,01:00.0,식육판매업,192271.7705,454519.0093,,,,,
3180000,3.18E+17,2021-02-09,,1,영업/정상,0,정상,,,,,02-3277-0722,135,,서울특별시 영등포구 여의도동 22 파크원,"서울특별시 영등포구 여의대로 108, 파크원 지하1층 (여의도동)",7335,(주)현대그린푸드 더현대서울,2023-03-09 17:03,U,01:00.0,식육판매업,193592.0004,447092.6294,,,,,
3220000,3.22E+17,2016-11-10,,1,영업/정상,0,정상,,,,,1599-0074,235.9,,서울특별시 강남구 논현동 115-13 경남제약타워,"서울특별시 강남구 언주로 702, 경남제약타워 13층 (논현동)",6061,주식회사 엔터파트너즈 강남지점,2023-07-10 15:29,I,03:00.0,축산물유통전문판매업,203090.2642,445954.1514,,,,,
3220000,3.22E+17,2016-11-10,,1,영업/정상,0,정상,,,,,1522-0011,235.9,,서울특별시 강남구 논현동 115-13 경남제약타워,"서울특별시 강남구 언주로 702, 경남제약타워 13층 (논현동)",6061,주식회사 엔터파트너즈 강남지점,2023-07-10 14:05,I,03:00.0,식육판매업,203090.2642,445954.1514,,,,,
3170000,3.17E+17,2015-07-01,,1,영업/정상,0,정상,,,,,,64.87,,서울특별시 금천구 독산동 291-1 현대지식산업센터 A동 2602-1호,"서울특별시 금천구 두산로 70, 현대지식산업센터 A동 2602-1호 (독산동)",8584,레인즈인터내셔널(주),2023-07-11 11:17,U,03:00.0,식육판매업,190694.8803,440764.4263,,,,,
3120000,3.12E+17,2011-04-22,,1,영업/정상,0,정상,,,,,373-1438,0,,서울특별시 서대문구 남가좌동 291-42,서울특별시 서대문구 수색로2길 19-3 (남가좌동),,종각사,2023-07-11 16:04,U,03:00.0,식용란수집판매업,192485.7465,451941.169,,,,,
3030000,3.03E+17,2010-02-12,,3,폐업,2,폐업,2023-07-10,,,,456-8602,25.81,,서울특별시 성동구 송정동 73-580,"서울특별시 성동구 송정12길 13, 1층 (송정동)",4801,한우리축산,2023-07-10 15:04,U,03:00.0,식육판매업,205816.9562,449701.6392,,,,,
3060000,3.06E+17,2017-05-31,,1,영업/정상,0,정상,,,,,070-7535-1560,22.64,,서울특별시 중랑구 상봉동 129-9 중랑교쇼핑센터,"서울특별시 중랑구 망우로32길 23, 중랑교종합상가 1층 92호 (상봉동)",2121,아침마을,2023-03-09 14:50,I,01:00.0,식육판매업,206740.9598,454517.5753,,,,,
3210000,3.21E+17,2007-09-12,,4,취소/말소/만료/정지/중지,4,말소,2023-03-08,,,,,24.31,,서울특별시 서초구 반포동 95-4 1층,"서울특별시 서초구 서래로 39 (반포동,1층)",,우리농수축산물판매장,2023-03-08 15:14,U,01:00.0,식육판매업,199769.1304,444033.5675,,,,,
3210000,3.21E+17,2007-05-09,,4,취소/말소/만료/정지/중지,4,말소,2023-03-08,,,,02-529-5696,75,,서울특별시 서초구 양재동 273-8,서울특별시 서초구 마방로6길 7-67 (양재동),,JJ축산,2023-03-08 15:12,U,01:00.0,식육판매업,203864.9361,441476.2664,,,,,
3040000,3.04E+17,2007-03-09,,3,폐업,2,폐업,2023-03-09,,,,2024-1345,6,,서울특별시 광진구 자양동 227-7,"서울특별시 광진구 아차산로 262 (자양동, 더샵스타시티 판매영업동 66,67호)",5065,한우리,2023-03-09 10:15,U,01:00.0,식육판매업,206349.675,448396.9397,,,,,
3210000,3.21E+17,2023-07-12,,1,영업/정상,0,정상,,,,,02-6213-8286,83.63,,서울특별시 서초구 양재동 232 AT센터,"서울특별시 서초구 강남대로 27, AT센터 1108호 (양재동)",6774,(주)메드푸드,2023-07-12 14:13,I,04:00.0,축산물유통전문판매업,203392.7935,440676.3799,,,,,
3230000,3.23E+17,2020-06-05,,1,영업/정상,0,정상,,,,,02-912-9593,13.2,,서울특별시 송파구 방이동 190 신라빌딩,"서울특별시 송파구 양재대로71길 20, 신라빌딩 2층 (방이동)",5638,주식회사 벽제알앤에프,2023-03-23 14:56,U,05:00.0,축산물유통전문판매업,210954.7129,445427.8124,,,,,
3110000,3.11E+17,2017-04-20,,4,취소/말소/만료/정지/중지,4,말소,2023-05-31,,,,02-6406-1717,65.19,,서울특별시 은평구 갈현동 268-4 1층,"서울특별시 은평구 갈현로33길 36, 1층 (갈현동, 미래빌리지)",3319,올라유통,2023-05-31 14:10,U,02:00.0,식육판매업,192220.1539,457719.7531,,,,,
3000000,3E+17,20080314,,1,영업/정상,0,정상,,,,,02-921-0311,33.45,,서울특별시 종로구 숭인동 1243 ,서울특별시 종로구 보문로 5 (숭인동),3111,한우장터,2013-10-18 17:33,I,59:59.0,식육판매업,202026.3612,452961.5936,축산물판매업,식육판매업,,L00,
3020000,3.02E+17,1984-04-13,,1,영업/정상,0,정상,,,,,793-6766,16.2,,서울특별시 용산구 이촌동 300-10,서울특별시 용산구 이촌로 290 (이촌동),4425,성실정육점,2023-07-12 9:42,U,04:00.0,식육판매업,198047.5739,446202.365,,,,,
3200000,3.2E+17,2015-06-17,,1,영업/정상,0,정상,,,,,,34.4,,서울특별시 관악구 봉천동 1638-12,"서울특별시 관악구 인헌길 28, 1층 (봉천동)",8793,박남기의 축산사랑,2023-03-23 15:32,U,05:00.0,식육판매업,196983.0793,441354.7404,,,,,
3200000,3.2E+17,2019-12-13,,3,폐업,2,폐업,2023-04-03,,,,,0,,서울특별시 관악구 신림동 247-2,"서울특별시 관악구 대학길 52, 1층 (신림동)",8819,최가네고깃집,2023-04-03 14:35,U,05:00.0,식육판매업,194400.5708,440679.1469,,,,,
3000000,3E+17,2016-10-04,,1,영업/정상,0,정상,,,,,02-6331-8282,0,,서울특별시 종로구 수송동 156 광화문G타워,"서울특별시 종로구 삼봉로 71, 광화문G타워 4층 (수송동)",3150,주식회사 비케이알,2023-06-29 17:02,U,01:00.0,축산물유통전문판매업,198260.0632,452262.4846,,,,,
3180000,3.18E+17,2008-05-08,,1,영업/정상,0,정상,,,,,02-2280-1052,122.06,,서울특별시 영등포구 여의도동 47 여의도자이,"서울특별시 영등포구 여의동로3길 10 (여의도동, 여의도자이)",7324,(주)이마트여의도점,2024-03-18 13:20,U,00:00.0,식육판매업,193393.0966,446218.4438,,,,,
3180000,3.18E+17,2021-01-14,,4,취소/말소/만료/정지/중지,4,말소,2023-11-08,,,,,49,,서울특별시 영등포구 신길동 262-55,서울특별시 영등포구 가마산로69길 2 (신길동),7387,우리농장,2023-11-08 15:37,U,00:00.0,식육판매업,191821.2457,444883.8853,,,,,
3240000,3.24E+17,2018-01-24,,1,영업/정상,0,정상,,,,,02-476-3487,133.17,,서울특별시 강동구 천호동 447-17 강동역 신동아 파밀리에 2001호 일부,"서울특별시 강동구 천호대로 1089, 20층 1호 (천호동, 강동역 신동아 파밀리에)",5339,(주)트리플케이미트,2023-07-06 17:49,U,08:00.0,식육판매업,211712.4293,448270.9577,,,,,
3180000,3.18E+17,2019-10-02,,4,취소/말소/만료/정지/중지,4,말소,2023-11-08,,,,,14.43,,서울특별시 영등포구 여의도동 13-5 오성빌딩,"서울특별시 영등포구 국회대로76길 18, 오성빌딩 2층 5호 (여의도동)",7238,말토랑,2023-11-08 9:34,U,00:00.0,식육판매업,193057.415,447529.0825,,,,,
3220000,3.22E+17,2023-07-14,,3,폐업,2,폐업,2023-07-19,,,,053-219-1666,0,,서울특별시 강남구 삼성동 159 코엑스,"서울특별시 강남구 영동대로 513, 코엑스 3층 D홀 지정호 (삼성동)",6164,농업회사법인 주식회사 피밀리,2023-07-19 11:03,U,01:00.0,식육판매업,205130.5917,445590.0968,,,,,
